instrumentToken|instrumentName|name|lastPrice|expiry|strike|tickSize|lotSize|instrumentType|segment|exchange|isin|multiplier|exchangeToken|OptionType 
1964|PVP|PVP Ventures Ltd|8.43|0|0|0.010000|1|EQ|CASH|BSE|INE362A01016|1|517556|- 
7710|PVR|PVR Ltd|1724.75|0|0|0.050000|1|EQ|CASH|BSE|INE191H01014|1|532689|- 
151608|PVVINFRA|PVV Infra Ltd|14.1|0|0|0.050000|1|EQ|CASH|BSE|INE428B01013|1|536659|- 
37831|PYXISFIN|Pyxis Finvest Ltd|16|0|0|0.050000|4000|EQ|CASH|BSE|INE883L01018|1|534109|- 
63294|QGO|Qgo Finance Ltd|33.45|0|0|0.050000|1|EQ|CASH|BSE|INE837C01013|1|538646|- 
12268|QRIL|Quality RO Industries Ltd|49|0|0|0.050000|2000|EQ|CASH|BSE|INE0KAF01018|1|543460|- 
9262|QGOLDHALF|Quantum Gold Fund ETF|42.98|0|0|0.010000|1|EQ|CASH|BSE|INF082J01408|1|590099|- 
9430|QNIFTY|Quantum Nifty 50 ETF|1868|0|0|0.010000|1|EQ|CASH|BSE|INF082J01028|1|590110|- 
75998|QUESS|Quess Corp Ltd|564.35|0|0|0.050000|1|EQ|CASH|BSE|INE615P01015|1|539978|- 
4325|QUESTCAP|Quest Capital Markets Ltd|227.95|0|0|0.050000|1|EQ|CASH|BSE|INE418C01012|1|500069|- 
18742|QUICKHEAL|Quick Heal Technologies Ltd|192.55|0|0|0.050000|1|EQ|CASH|BSE|INE306L01010|1|539678|- 
25041|QUINT|Quint Digital Media Ltd|305|0|0|0.050000|1|EQ|CASH|BSE|INE641R01017|1|539515|- 
30420|ROJL|R O Jewels Ltd|34.8|0|0|0.050000|10500|EQ|CASH|BSE|INE0BDU01010|1|543171|- 
2433|RSSOFTWARE|R S Software (India) Ltd|27.15|0|0|0.050000|1|EQ|CASH|BSE|INE165B01029|1|517447|- 
21719|SENSEXBEES|R Shares Sensex ETF|655.73|0|0|0.010000|1|EQ|CASH|BSE|INF204KA1UN7|1|538683|- 
7967|RSYSTEMS|R Systems International Ltd|235.75|0|0|0.050000|1|EQ|CASH|BSE|INE411H01032|1|532735|- 
20696|RNBDENIMS|R&B Denims Ltd|48.6|0|0|0.050000|1|EQ|CASH|BSE|INE012Q01021|1|538119|- 
20694|RACE|Race Eco Chain Ltd|206|0|0|0.050000|625|EQ|CASH|BSE|INE084Q01012|1|537785|- 
5177|RACLGEAR|RACL Geartech Ltd|544.7|0|0|0.050000|1|EQ|CASH|BSE|INE704B01017|1|520073|- 
3919|RADAAN|Radaan Mediaworks (I) Ltd|1.34|0|0|0.010000|1|EQ|CASH|BSE|INE874F01027|1|590070|- 
6066|RADHEDE|Radhe Developers (India) Ltd|9.09|0|0|0.010000|1|EQ|CASH|BSE|INE986B01044|1|531273|- 
21760|RADHIKAJWE|Radhika Jeweltech Ltd|157.2|0|0|0.050000|1|EQ|CASH|BSE|INE583V01013|1|540125|- 
3929|RADICO|Radico Khaitan Ltd|1060.3|0|0|0.050000|1|EQ|CASH|BSE|INE944F01028|1|532497|- 
20758|RPEL|Raghav Productivity Enhancers Ltd|701.35|0|0|0.050000|1|EQ|CASH|BSE|INE912T01018|1|539837|- 
20715|RAFL|Raghuvansh Agrofarms Ltd|451|0|0|0.050000|625|EQ|CASH|BSE|INE865P01016|1|538921|- 
4975|RAGHUSYN|Raghuvir Synthetics Ltd|157.15|0|0|0.050000|1|EQ|CASH|BSE|INE969C01022|1|514316|- 
6383|RAHME|Rahul Merchandising Ltd|6.73|0|0|0.010000|1|EQ|CASH|BSE|INE149D01011|1|531887|- 
12908|RVNL|Rail Vikas Nigam Ltd|39.45|0|0|0.050000|1|EQ|CASH|BSE|INE415G01027|1|542649|- 
124946|RAILTEL|Railtel Corporation of India Ltd|112.8|0|0|0.050000|1|EQ|CASH|BSE|INE0DD101019|1|543265|- 
1787|RAIN|Rain Industries Ltd|164|0|0|0.050000|1|EQ|CASH|BSE|INE855B01025|1|500339|- 
18944|RAINBOW|Rainbow Childrens Medicare Ltd|697.75|0|0|0.050000|1|EQ|CASH|BSE|INE961O01016|1|543524|- 
6288|RAINBOWF|Rainbow Foundations Ltd|12|0|0|0.010000|1|EQ|CASH|BSE|INE230F01014|1|531694|- 
5709|RAJPACK|Raj Packaging Industries Ltd|40.85|0|0|0.050000|1|EQ|CASH|BSE|INE639C01013|1|530111|- 
8675|RAJTV|Raj Television Network Ltd|46.15|0|0|0.050000|1|EQ|CASH|BSE|INE952H01027|1|532826|- 
6641|RAJPALAYAM|Rajapalayam Mills Ltd|823.8|0|0|0.050000|1|EQ|CASH|BSE|INE296E01026|1|532503|- 
64150|RCCL|Rajasthan Cylinders & Containers Ltd|39.35|0|0|0.050000|1|EQ|CASH|BSE|INE929D01016|1|538707|- 
5649|RAJGASES|Rajasthan Gases Ltd|9.41|0|0|0.010000|1|EQ|CASH|BSE|INE184D01026|1|526873|- 
7038|RAJTUBE|Rajasthan Tube Manufacturing Co Ltd|18.05|0|0|0.050000|1|EQ|CASH|BSE|INE497E01012|1|530253|- 
4612|RAJATH|Rajath Finance Ltd|11.61|0|0|0.010000|1|EQ|CASH|BSE|INE455H01013|1|507962|- 
426|ARENTERP|Rajdarshan Industries Ltd|33.15|0|0|0.050000|1|EQ|CASH|BSE|INE610C01014|1|526662|- 
2840|RAJESHEXPO|Rajesh Exports Ltd|652|0|0|0.050000|1|EQ|CASH|BSE|INE343B01030|1|531500|- 
117999|RCAN|Rajeshwari Cans Ltd|105|0|0|0.050000|6000|EQ|CASH|BSE|INE0CQ101015|1|543285|- 
4944|RAJKSYN|Rajkamal Synthetics Ltd|34|0|0|0.050000|1|EQ|CASH|BSE|INE376L01013|1|514028|- 
93088|RAJNISH|Rajnish Wellness Ltd|16.2|0|0|0.050000|1|EQ|CASH|BSE|INE685Z01025|1|541601|- 
5266|RAJOOENG|Rajoo Engineers Ltd|29.45|0|0|0.050000|1|EQ|CASH|BSE|INE535F01024|1|522257|- 
14866|RAJPUTANA|Rajputana Investment & Finance Ltd|17.3|0|0|0.050000|1|EQ|CASH|BSE|INE751R01014|1|539090|- 
5095|RAJGLOWIR|Rajratan Global Wire Ltd|916.1|0|0|0.050000|1|EQ|CASH|BSE|INE451D01029|1|517522|- 
1806|RAJSREESUG|Rajshree Sugars & Chemicals Ltd|34.25|0|0|0.050000|1|EQ|CASH|BSE|INE562B01019|1|500354|- 
1808|RALLIS|Rallis India Ltd|232.75|0|0|0.050000|1|EQ|CASH|BSE|INE613A01020|1|500355|- 
7075|RAMINFO|Ram Info Ltd|112.75|0|0|0.050000|1|EQ|CASH|BSE|INE357B01022|1|530951|- 
5275|RAMRAT|Ram Ratna Wires Ltd|205.15|0|0|0.050000|1|EQ|CASH|BSE|INE207E01023|1|522281|- 
623|RAMAPHO|Rama Phosphates Ltd|285.6|0|0|0.050000|1|EQ|CASH|BSE|INE809A01024|1|524037|- 
71813|RAMASTEEL|Rama Steel Tubes Ltd|125.05|0|0|0.050000|1|EQ|CASH|BSE|INE230R01035|1|539309|- 
33992|RAMASIGNS|Ramasigns Industries Ltd|4.78|0|0|0.010000|1|EQ|CASH|BSE|INE650D01026|1|515127|- 
27619|RLFL|Ramchandra Leasing and Finance Ltd|1.43|0|0|0.010000|1|EQ|CASH|BSE|INE516P01015|1|538540|- 
1814|RAMCOIND|Ramco Industries Ltd|184.6|0|0|0.050000|1|EQ|CASH|BSE|INE614A01028|1|532369|- 
3162|RAMCOSYS|Ramco Systems Ltd|260.3|0|0|0.050000|1|EQ|CASH|BSE|INE246B01019|1|532370|- 
4040|RKFORGE|Ramkrishna Forgings Ltd|223.65|0|0|0.050000|1|EQ|CASH|BSE|INE399G01023|1|532527|- 
10455|RAMKY|Ramky Infrastructure Ltd|267.25|0|0|0.050000|1|EQ|CASH|BSE|INE874I01013|1|533262|- 
624|RANASUG|Rana Sugars Ltd|23.1|0|0|0.050000|1|EQ|CASH|BSE|INE625B01014|1|507490|- 
6042|RANDER|Rander Corporation Ltd|7.4|0|0|0.010000|1|EQ|CASH|BSE|INE821D01031|1|531228|- 
7454|RML|Rane (Madras) Ltd|377|0|0|0.050000|1|EQ|CASH|BSE|INE050H01012|1|532661|- 
9381|RBL|Rane Brake Lining Ltd|725.5|0|0|0.050000|1|EQ|CASH|BSE|INE244J01017|1|532987|- 
9386|RANEENGINE|Rane Engine Valve Ltd|235|0|0|0.050000|1|EQ|CASH|BSE|INE222J01013|1|532988|- 
1819|RANEHOLDIN|Rane Holdings Ltd|909.95|0|0|0.050000|1|EQ|CASH|BSE|INE384A01010|1|505800|- 
48205|RANJEET|Ranjeet Mechatronics Ltd|13.33|0|0|0.010000|6000|EQ|CASH|BSE|INE01A501019|1|541945|- 
4342|RAPICUT|Rapicut Carbides Ltd|56.75|0|0|0.050000|1|EQ|CASH|BSE|INE350D01015|1|500360|- 
1828|RCF|Rashtriya Chemicals & Fertilizers Ltd|101.9|0|0|0.050000|1|EQ|CASH|BSE|INE027A01015|1|524230|- 
14296|RATEGAIN|Rategain Travel Technologies Ltd|284.4|0|0|0.050000|1|EQ|CASH|BSE|INE0CLI01024|1|543417|- 
9074|RATHIBAR|Rathi Bars Ltd|27.25|0|0|0.050000|1|EQ|CASH|BSE|INE575I01016|1|532918|- 
5180|RATNAMANI|Ratnamani Metals & Tubes Ltd|2063.45|0|0|0.050000|1|EQ|CASH|BSE|INE703B01027|1|520111|- 
11309|RTNINDIA|RattanIndia Enterprises Ltd|48.6|0|0|0.050000|1|EQ|CASH|BSE|INE834M01019|1|534597|- 
9984|RTNPOWER|Rattanindia Power Ltd|4.33|0|0|0.010000|1|EQ|CASH|BSE|INE399K01017|1|533122|- 
381|RAVALSUGAR|Ravalgaon Sugar Farm Ltd|3037.5|0|0|0.050000|1|EQ|CASH|BSE|INE615A01017|1|507300|- 
34944|RALEGRA|Ravi Leela Granites Ltd|39.95|0|0|0.050000|1|EQ|CASH|BSE|INE427E01027|1|526095|- 
32687|RELTD|Ravindra Energy Ltd|68.8|0|0|0.050000|1|EQ|CASH|BSE|INE206N01018|1|504341|- 
18248|RAWEDGE|Raw Edge Industrial Solutions Ltd|43.75|0|0|0.050000|1|EQ|CASH|BSE|INE960Z01014|1|541634|- 
1823|RAYMOND|Raymond Ltd|1099.65|0|0|0.050000|1|EQ|CASH|BSE|INE301A01014|1|500330|- 
66368|RBLBANK|RBL Bank Ltd|123.95|0|0|0.050000|1|EQ|CASH|BSE|INE976G01028|1|540065|- 
18778|RCIIND|RCI Industries & Technologies Ltd|6.73|0|0|0.010000|1|EQ|CASH|BSE|INE140B01014|1|537254|- 
37953|RCRL|RCL Retail Ltd|9.05|0|0|0.010000|3000|EQ|CASH|BSE|INE892L01019|1|534708|- 
10978|RDBRL|RDB Rasayans Ltd|93.35|0|0|0.050000|1|EQ|CASH|BSE|INE123M01017|1|533608|- 
10598|RDBRIL|RDB Realty & Infrastructure Ltd|35|0|0|0.050000|1|EQ|CASH|BSE|INE245L01010|1|533285|- 
9280|RECLTD|REC Ltd|94.45|0|0|0.050000|1|EQ|CASH|BSE|INE020B01018|1|532955|- 
8565|REDINGTON|Redington Ltd|137.3|0|0|0.050000|1|EQ|CASH|BSE|INE891D01026|1|532805|- 
16653|REETECH|Reetech International Cargo & Courier Ltd|92.35|0|0|0.050000|1200|EQ|CASH|BSE|INE0MKO01015|1|543617|- 
8924|REFEX|Refex Industries Ltd|157.3|0|0|0.050000|1|EQ|CASH|BSE|INE056I01017|1|532884|- 
5905|REFNOL|Refnol Resins & Chemicals Ltd|86.45|0|0|0.050000|1|EQ|CASH|BSE|INE428C01011|1|530815|- 
4729|REGTRUS|Regency Trust Ltd|2.32|0|0|0.010000|1|EQ|CASH|BSE|INE425F01028|1|511585|- 
8045|REGENTRP|Regent Enterprises Ltd|3.31|0|0|0.010000|1|EQ|CASH|BSE|INE769D01016|1|512624|- 
15138|REGIS|Regis Industries Ltd|14.02|0|0|0.010000|1|EQ|CASH|BSE|INE745R01016|1|543208|- 
21|RELAXO|Relaxo Footwears Ltd|978.9|0|0|0.050000|1|EQ|CASH|BSE|INE131B01039|1|530517|- 
6497|RELIABVEN|Reliable Ventures India Ltd|15.55|0|0|0.050000|1|EQ|CASH|BSE|INE419H01019|1|532124|- 
4398|RELCHEMQ|Reliance Chemotex Industries Ltd|192.1|0|0|0.050000|1|EQ|CASH|BSE|INE750D01016|1|503162|- 
1841|RIIL|Reliance Industrial Infrastructure Ltd|1104.95|0|0|0.050000|1|EQ|CASH|BSE|INE046A01015|1|523445|- 
1838|RELIANCE|Reliance Industries Ltd|2441.85|0|0|0.050000|1|EQ|CASH|BSE|INE002A01018|1|500325|- 
4764|RELICTEC|Relic Technologies Ltd|22.5|0|0|0.050000|1|EQ|CASH|BSE|INE452B01013|1|511712|- 
20753|RELICAB|Relicab Cable Manufacturing Ltd|39.75|0|0|0.050000|5220|EQ|CASH|BSE|INE773T01014|1|539760|- 
9058|RELIGARE|Religare Enterprises Ltd|180.15|0|0|0.050000|1|EQ|CASH|BSE|INE621H01010|1|532915|- 
33935|REMLIFE|Remedium Lifecare Ltd|140|0|0|0.050000|1|EQ|CASH|BSE|INE549S01010|1|539561|- 
4878|REMIEDEL|Remi Edelstahl Tubulars Ltd|53.5|0|0|0.050000|1|EQ|CASH|BSE|INE158G01015|1|513043|- 
69|REMSONSIND|Remsons Industries Ltd|223.75|0|0|0.050000|1|EQ|CASH|BSE|INE474C01015|1|530919|- 
9126|RGL|Renaissance Global Ltd|112.65|0|0|0.050000|1|EQ|CASH|BSE|INE722H01024|1|532923|- 
11622|REPCOHOME|Repco Home Finance Ltd|215.95|0|0|0.050000|1|EQ|CASH|BSE|INE612J01015|1|535322|- 
7690|REPRO|Repro India Ltd|450.05|0|0|0.050000|1|EQ|CASH|BSE|INE461B01014|1|532687|- 
5396|RESONANCE|Resonance Specialities Ltd|137.1|0|0|0.050000|1|EQ|CASH|BSE|INE486D01017|1|524218|- 
199191|RESPONSINF|Response Informatics Ltd|33.5|0|0|0.050000|1|EQ|CASH|BSE|INE401B01010|1|538273|- 
4470|RESPONIND|Responsive Industries Ltd|136.1|0|0|0.050000|1|EQ|CASH|BSE|INE688D01026|1|505509|- 
47630|RBA|Restaurant Brands Asia Ltd|121.95|0|0|0.050000|1|EQ|CASH|BSE|INE07T201019|1|543248|- 
34255|RGRL|Retro Green Revolution Ltd|9.91|0|0|0.010000|1|EQ|CASH|BSE|INE601N01010|1|519191|- 
4464|REVATHI|Revathi Equipment Ltd|858|0|0|0.050000|1|EQ|CASH|BSE|INE617A01013|1|505368|- 
6384|REXNORD|Rexnord Electronics & Controls Ltd|146.35|0|0|0.050000|1|EQ|CASH|BSE|INE687C01012|1|531888|- 
15204|RHETAN|Rhetan TMT Ltd|132.5|0|0|0.050000|2000|EQ|CASH|BSE|INE0KKN01011|1|543590|- 
11157|RHIM|RHI Magnesita India Ltd|709.65|0|0|0.050000|1|EQ|CASH|BSE|INE743M01012|1|534076|- 
6420|RIBATEX|Riba Textiles Ltd|41.95|0|0|0.050000|1|EQ|CASH|BSE|INE811H01017|1|531952|- 
5760|RICHUNV|Rich Universe Network Ltd|7.86|0|0|0.010000|1|EQ|CASH|BSE|INE652D01014|1|530271|- 
48498|RFSL|Richfield Financial Services Ltd|8.72|0|0|0.010000|1|EQ|CASH|BSE|INE201C01012|1|539435|- 
5130|RICHIRICH|Richirich Inventures Ltd|3.2|0|0|0.010000|1|EQ|CASH|BSE|INE102C01020|1|519230|- 
300|RICOAUTO|Rico Auto Industries Ltd|60.4|0|0|0.050000|1|EQ|CASH|BSE|INE209B01025|1|520008|- 
5425|RIDDHI|Riddhi Siddhi Gluco Biols Ltd|360|0|0|0.050000|1|EQ|CASH|BSE|INE249D01019|1|524480|- 
12328|RSTL|Riddhi Steel & Tube Ltd|30|0|0|0.050000|3000|EQ|CASH|BSE|INE367U01013|1|540082|- 
40347|RIDINGS|Ridings Consulting Engineers India Ltd|8.24|0|0|0.010000|8000|EQ|CASH|BSE|INE314Z01014|1|541151|- 
6204|RISHDIGA|Rishabh Digha Steel & Allied Products Ltd|26.55|0|0|0.050000|1|EQ|CASH|BSE|INE864D01015|1|531539|- 
23|RISHIPACK|Rishi Techtex Ltd|28|0|0|0.050000|1|EQ|CASH|BSE|INE989D01010|1|523021|- 
5574|RISHIROOP|Rishiroop Ltd|110.5|0|0|0.050000|1|EQ|CASH|BSE|INE582D01013|1|526492|- 
12266|RFLL|Rita Finance and Leasing Ltd|18.1|0|0|0.050000|1|EQ|CASH|BSE|INE018S01016|1|543256|- 
88002|RITES|Rites Ltd|382.75|0|0|0.050000|1|EQ|CASH|BSE|INE320J01015|1|541556|- 
7005|RPIL|Ritesh Properties & Industries Ltd|46.65|0|0|0.050000|1|EQ|CASH|BSE|INE299D01022|1|526407|- 
13569|RITHWIKFMS|Rithwik Facility Management Services Ltd|60|0|0|0.050000|3000|EQ|CASH|BSE|INE819Y01015|1|540843|- 
6351|RODIUM|Rodium Realty Ltd|50.5|0|0|0.050000|1|EQ|CASH|BSE|INE513E01024|1|531822|- 
22892|ROLEXRINGS|Rolex Rings Ltd|2075.55|0|0|0.050000|1|EQ|CASH|BSE|INE645S01016|1|543325|- 
1843|ROLLT|Rollatainers Ltd|1.26|0|0|0.010000|1|EQ|CASH|BSE|INE927A01040|1|502448|- 
91127|RONI|Roni Households Ltd|109|0|0|0.050000|1500|EQ|CASH|BSE|INE02AP01013|1|542145|- 
6089|ROSELABS|Roselabs Finance Ltd|14.8|0|0|0.050000|1|EQ|CASH|BSE|INE475C01012|1|531324|- 
35047|ROSSARI|Rossari Biotech Ltd|906.3|0|0|0.050000|1|EQ|CASH|BSE|INE02A801020|1|543213|- 
10213|ROSSELLIND|Rossell India Ltd|280.9|0|0|0.050000|1|EQ|CASH|BSE|INE847C01020|1|533168|- 
5092|ROTO|Roto Pumps Ltd|409.9|0|0|0.050000|1|EQ|CASH|BSE|INE535D01029|1|517500|- 
24613|ROUTE|Route Mobile Ltd|1329.8|0|0|0.050000|1|EQ|CASH|BSE|INE450U01017|1|543228|- 
4788|ROYALIND|Royal India Corporation Ltd|2.65|0|0|0.010000|1|EQ|CASH|BSE|INE510H01015|1|512047|- 
7761|ROHLTD|Royal Orchid Hotels Ltd|264.2|0|0|0.050000|1|EQ|CASH|BSE|INE283H01019|1|532699|- 
9354|RPGLIFE|RPG Life Sciences Ltd|835.7|0|0|0.050000|1|EQ|CASH|BSE|INE105J01010|1|532983|- 
10563|RPPINFRA|RPP Infra Projects Ltd|35.8|0|0|0.050000|1|EQ|CASH|BSE|INE324L01013|1|533284|- 
104024|RPSGVENT|RPSG Ventures Ltd|485.05|0|0|0.050000|1|EQ|CASH|BSE|INE425Y01011|1|542333|- 
78835|RRIL|RRIL Ltd|12.39|0|0|0.010000|1|EQ|CASH|BSE|INE951M01037|1|531307|- 
17970|RSDFIN|RSD Finance Ltd|107.9|0|0|0.050000|1|EQ|CASH|BSE|INE616F01022|1|539875|- 
621|RSWM|RSWM Ltd|318.8|0|0|0.050000|1|EQ|CASH|BSE|INE611A01016|1|500350|- 
7116|RAGHUTOB|RTCL Ltd|13.01|0|0|0.010000|1|EQ|CASH|BSE|INE754B01012|1|531552|- 
6036|RTSPOWR|RTS Power Corporation Ltd|75.85|0|0|0.050000|1|EQ|CASH|BSE|INE005C01017|1|531215|- 
1852|RUBFILINTL|Rubfila International Ltd|89.3|0|0|0.050000|1|EQ|CASH|BSE|INE642C01025|1|500367|- 
24|RUBYMILLS|Ruby Mills Ltd|228.75|0|0|0.050000|1|EQ|CASH|BSE|INE301D01026|1|503169|- 
8393|RUCHIRA|Ruchira Papers Ltd|123.55|0|0|0.050000|1|EQ|CASH|BSE|INE803H01014|1|532785|- 
10960|RUPA|Rupa & Company Ltd|299.35|0|0|0.050000|1|EQ|CASH|BSE|INE895B01021|1|533552|- 
10784|RUSHIL|Rushil Decor Ltd|480.3|0|0|0.050000|1|EQ|CASH|BSE|INE573K01017|1|533470|- 
5030|RIR|Ruttonsha International Rectifier Ltd|253|0|0|0.050000|1|EQ|CASH|BSE|INE302D01016|1|517035|- 
91384|SCHAND|S Chand & Company Ltd|176.35|0|0|0.050000|1|EQ|CASH|BSE|INE807K01035|1|540497|- 
11313|SEPOWER|S E Power Ltd|18.85|0|0|0.050000|1|EQ|CASH|BSE|INE735M01018|1|534598|- 
16149|SHK|S H Kelkar & Company Ltd|137.05|0|0|0.050000|1|EQ|CASH|BSE|INE500L01026|1|539450|- 
12899|SJS|S J S Enterprises Ltd|441.55|0|0|0.050000|1|EQ|CASH|BSE|INE284S01014|1|543387|- 
105822|SKIEL|S K International Export Ltd|12|0|0|0.010000|6000|EQ|CASH|BSE|INE04ST01013|1|542728|- 
64190|SPAL|S P Apparels Ltd|393.1|0|0|0.050000|1|EQ|CASH|BSE|INE212I01016|1|540048|- 
5764|SPCAPIT|S P Capital Financing Ltd|17|0|0|0.050000|1|EQ|CASH|BSE|INE102F01015|1|530289|- 
20683|SRGSFL|S R G Securities Finance Ltd|13.5|0|0|0.010000|3000|EQ|CASH|BSE|INE326P01019|1|536710|- 
111831|SVGLOBAL|S V Global Mill Ltd|54.35|0|0|0.050000|1|EQ|CASH|BSE|INE159L01013|1|535621|- 
4201|SALSTEEL|S.A.L Steel Ltd|12.1|0|0|0.050000|1|EQ|CASH|BSE|INE658G01014|1|532604|- 
19107|SMGOLD|S.M. Gold Ltd|26.65|0|0|0.050000|1|EQ|CASH|BSE|INE00Q901014|1|542034|- 
32477|SABEVENTS|SAB Events & Governance Now Media Ltd|5.92|0|0|0.010000|1|EQ|CASH|BSE|INE860T01019|1|540081|- 
14786|SAB|SAB Industries Ltd|85.5|0|0|0.050000|1|EQ|CASH|BSE|INE137M01017|1|539112|- 
5811|SABOOSOD|Saboo Sodium Chloro Ltd|16.55|0|0|0.050000|1|EQ|CASH|BSE|INE440C01016|1|530461|- 
7132|SACHEMT|Sacheta Metals Ltd|19.05|0|0|0.050000|1|EQ|CASH|BSE|INE433G01012|1|531869|- 
7855|SADBHAV|Sadbhav Engineering Ltd|12.46|0|0|0.010000|1|EQ|CASH|BSE|INE226H01026|1|532710|- 
13384|SADBHIN|Sadbhav Infrastructure Projects Ltd|6.43|0|0|0.010000|1|EQ|CASH|BSE|INE764L01010|1|539346|- 
101796|SADHNA|Sadhna Broadcast Ltd|10.85|0|0|0.050000|1|EQ|CASH|BSE|INE994R01028|1|540821|- 
12279|SSTL|Safa Systems & Technologies Ltd|10|0|0|0.010000|10000|EQ|CASH|BSE|INE0JNA01014|1|543461|- 
7620|SAFARIND|Safari Industries (India) Ltd|1772.15|0|0|0.050000|1|EQ|CASH|BSE|INE429E01023|1|523025|- 
1861|SAGCEM|Sagar Cements Ltd|195.2|0|0|0.050000|1|EQ|CASH|BSE|INE229C01021|1|502090|- 
21149|SAGAR|Sagar Diamonds Ltd|33|0|0|0.050000|3000|EQ|CASH|BSE|INE146Y01013|1|540715|- 
17958|SAGARSOFT|SagarSoft (India) Ltd|139|0|0|0.050000|1|EQ|CASH|BSE|INE184B01012|1|540143|- 
4720|SAHARAHOUS|Sahara Housing Fina Corporation Ltd|49.55|0|0|0.050000|1|EQ|CASH|BSE|INE135C01012|1|511533|- 
8743|SAHYADRI|Sahyadri Industries Ltd|404.25|0|0|0.050000|1|EQ|CASH|BSE|INE280H01015|1|532841|- 
4794|SAICOM|Saianand Commercial Ltd|0.68|0|0|0.010000|1|EQ|CASH|BSE|INE092G01024|1|512097|- 
97058|SAILANI|Sailani Tours N Travels Ltd|52.35|0|0|0.050000|8000|EQ|CASH|BSE|INE0KHQ01010|1|543541|- 
5004|SAINTGOBAIN|Saint-Gobain Sekurit India Ltd|94.5|0|0|0.050000|1|EQ|CASH|BSE|INE068B01017|1|515043|- 
4304|SAKSOFT|Saksoft Ltd|95.75|0|0|0.050000|1|EQ|CASH|BSE|INE667G01023|1|590051|- 
1864|SAKHTISUG|Sakthi Sugars Ltd|21.45|0|0|0.050000|1|EQ|CASH|BSE|INE623A01011|1|507315|- 
7867|SAKUMA|Sakuma Exports Ltd|15.87|0|0|0.010000|1|EQ|CASH|BSE|INE190H01024|1|532713|- 
100662|SALASAR|Salasar Techno Engineering Ltd|29.3|0|0|0.050000|1|EQ|CASH|BSE|INE170V01027|1|540642|- 
12195|SALEM|Salem Erode Investments Ltd|47.3|0|0|0.050000|1|EQ|CASH|BSE|INE894E01028|1|540181|- 
8764|SALONACOT|Salona Cotspin Ltd|267.9|0|0|0.050000|1|EQ|CASH|BSE|INE498E01010|1|590056|- 
1866|SALORAINTL|Salora International Ltd|36.45|0|0|0.050000|1|EQ|CASH|BSE|INE924A01013|1|500370|- 
5031|SALZER|Salzer Electronics Ltd|280.55|0|0|0.050000|1|EQ|CASH|BSE|INE457F01013|1|517059|- 
6446|SAMINDUS|Sam Industries Ltd|39.3|0|0|0.050000|1|EQ|CASH|BSE|INE653D01012|1|532005|- 
5224|SAMBANDAM|Sambandam Spinning Mills Ltd|171.1|0|0|0.050000|1|EQ|CASH|BSE|INE304D01012|1|521240|- 
5178|SAMKRG|Samkrg Pistons & Rings Ltd|147.7|0|0|0.050000|1|EQ|CASH|BSE|INE706B01012|1|520075|- 
14259|SAMOR|Samor Reality Ltd|46|0|0|0.050000|2000|EQ|CASH|BSE|INE0GD201014|1|543376|- 
49253|SAMRATFORG|Samrat Forgings Ltd|123|0|0|0.050000|1|EQ|CASH|BSE|INE412J01010|1|543229|- 
73108|DRHABEEB|Samsrita Labs Ltd|29.8|0|0|0.050000|1|EQ|CASH|BSE|INE579N01018|1|539267|- 
5214|SAMTEX|Samtex Fashions Ltd|2.61|0|0|0.010000|1|EQ|CASH|BSE|INE931D01020|1|521206|- 
1616|MOTHERSON|Samvardhana Motherson International Ltd|62.05|0|0|0.050000|1|EQ|CASH|BSE|INE775A01035|1|517334|- 
32464|BAKELHYLAM|Sanathnagar Enterprises Ltd|17.9|0|0|0.050000|1|EQ|CASH|BSE|INE367E01033|1|509423|- 
5290|SANCTRN|Sanco Trans Ltd|727.55|0|0|0.050000|1|EQ|CASH|BSE|INE391G01012|1|523116|- 
1870|SANDESH|Sandesh Ltd|769|0|0|0.050000|1|EQ|CASH|BSE|INE583B01015|1|526725|- 
94859|SANDHAR|Sandhar Technologies Limited|218.2|0|0|0.050000|1|EQ|CASH|BSE|INE278H01035|1|541163|- 
5462|SANDUPHQ|Sandu Pharmaceuticals Ltd|65.3|0|0|0.050000|1|EQ|CASH|BSE|INE751D01014|1|524703|- 
4443|SANDUMA|Sandur Manganese & Iron Ores Ltd|680.6|0|0|0.050000|1|EQ|CASH|BSE|INE149K01016|1|504918|- 
266|SANGAMIND|Sangam (India) Ltd|281|0|0|0.050000|1|EQ|CASH|BSE|INE495C01010|1|514234|- 
37903|SBRANDS|Sanghvi Brands Ltd|26.15|0|0|0.050000|1000|EQ|CASH|BSE|INE204Y01010|1|540782|- 
5700|SANGHVIMOV|Sanghvi Movers Ltd|230|0|0|0.050000|1|EQ|CASH|BSE|INE989A01024|1|530073|- 
6217|SANJIVIN|Sanjivani Paranteral Ltd|46.65|0|0|0.050000|1|EQ|CASH|BSE|INE860D01013|1|531569|- 
8219|SANINFRA|Sanmit Infra Ltd|612.2|0|0|0.050000|1|EQ|CASH|BSE|INE799C01023|1|532435|- 
1306|SANOFI|Sanofi India Ltd|5577.8|0|0|0.050000|1|EQ|CASH|BSE|INE058A01010|1|500674|- 
56914|SANSERA|Sansera Engineering Ltd|724.85|0|0|0.050000|1|EQ|CASH|BSE|INE953O01021|1|543358|- 
